pmid,title,abstract,authors,year,journal,search_label,decision
38462643,Genetic diversity of variants involved in drug response among Tunisian and Italian populations toward personalized medicine.,"Adverse drug reactions (ADR) represent a significant contributor to morbidity and mortality, imposing a substantial financial burden. Genetic ancestry plays a crucial role in drug response. The aim of this study is to characterize the genetic variability of selected pharmacogenes involved with ADR in Tunisians and Italians, with a comparative analysis against global populations. A cohort of 135 healthy Tunisians and 737 Italians were genotyped using a SNP array. Variants located in 25 Very Important Pharmacogenes implicated in ADR were extracted from the genotyping data. Distribution analysis of common variants in Tunisian and Italian populations in comparison to 24 publicly available worldwide populations was performed using PLINK and R software. Results from Principle Component and ADMIXTURE analyses showed a high genetic similarity among Mediterranean populations, distinguishing them from Sub-Saharan African and Asian populations. The Fst comparative analysis identified 27 variants exhibiting significant differentiation between the studied populations. Among these variants, four SNPs rs622342, rs3846662, rs7294, rs5215 located in SLC22A1, HMGCR, VKORC1 and KCNJ11 genes respectively, are reported to be associated with ethnic variability in drug responses. In conclusion, correlating the frequencies of genotype risk variants with their associated ADRs would enhance drug outcomes and the implementation of personalized medicine in the studied populations.",Jmel Haifa; Sarno Stefania; Giuliani Cristina; Boukhalfa Wided; Abdelhak Sonia; Luiselli Donata; Kefi Rym,2024,Scientific reports,Financing / reimbursement — supplementary,pending
38413639,Rapid genomic sequencing for genetic disease diagnosis and therapy in intensive care units: a review.,"Single locus (Mendelian) diseases are a leading cause of childhood hospitalization, intensive care unit (ICU) admission, mortality, and healthcare cost. Rapid genome sequencing (RGS), ultra-rapid genome sequencing (URGS), and rapid exome sequencing (RES) are diagnostic tests for genetic diseases for ICU patients. In 44 studies of children in ICUs with diseases of unknown etiology, 37% received a genetic diagnosis, 26% had consequent changes in management, and net healthcare costs were reduced by $14,265 per child tested by URGS, RGS, or RES. URGS outperformed RGS and RES with faster time to diagnosis, and higher rate of diagnosis and clinical utility. Diagnostic and clinical outcomes will improve as methods evolve, costs decrease, and testing is implemented within precision medicine delivery systems attuned to ICU needs. URGS, RGS, and RES are currently performed in <5% of the ~200,000 children likely to benefit annually due to lack of payor coverage, inadequate reimbursement, hospital policies, hospitalist unfamiliarity, under-recognition of possible genetic diseases, and current formatting as tests rather than as a rapid precision medicine delivery system. The gap between actual and optimal outcomes in children in ICUs is currently increasing since expanded use of URGS, RGS, and RES lags growth in those likely to benefit through new therapies. There is sufficient evidence to conclude that URGS, RGS, or RES should be considered in all children with diseases of uncertain etiology at ICU admission. Minimally, diagnostic URGS, RGS, or RES should be ordered early during admissions of critically ill infants and children with suspected genetic diseases.",Kingsmore Stephen F; Nofsinger Russell; Ellsworth Kasia,2024,NPJ genomic medicine,Financing / reimbursement — supplementary,pending
38399298,Clinical Utility and Implementation of Pharmacogenomics for the Personalisation of Antipsychotic Treatments.,"Decades of pharmacogenetic research have revealed genetic biomarkers of clinical response to antipsychotics. Genetic variants in antipsychotic targets, dopamine and serotonin receptors in particular, and in metabolic enzymes have been associated with the efficacy and toxicity of antipsychotic treatments. However, genetic prediction of antipsychotic response based on these biomarkers is far from accurate. Despite the clinical validity of these findings, the clinical utility remains unclear. Nevertheless, genetic information on CYP metabolic enzymes responsible for the biotransformation of most commercially available antipsychotics has proven to be effective for the personalisation of clinical dosing, resulting in a reduction of induced side effects and in an increase in efficacy. However, pharmacogenetic information is rarely used in psychiatric settings as a prescription aid. Lack of studies on cost-effectiveness, absence of clinical guidelines based on pharmacogenetic biomarkers for several commonly used antipsychotics, the cost of genetic testing and the delay in results delivery hamper the implementation of pharmacogenetic interventions in clinical settings. This narrative review will comment on the existing pharmacogenetic information, the clinical utility of pharmacogenetic findings, and their current and future implementations.",Hernandez Marta; Cullell Natalia; Cendros Marc; Serra-Llovich Alexandre; Arranz Maria J,2024,Pharmaceutics,Financing / reimbursement — supplementary,pending
38379017,ESR Essentials: ten steps to cardiac MR-practice recommendations by ESCR.,"Cardiovascular MR imaging has become an indispensable noninvasive tool in diagnosing and monitoring a broad range of cardiovascular diseases. Key to its clinical success and efficiency are appropriate clinical indication triage, technical expertise, patient safety, standardized preparation and execution, quality assurance, efficient post-processing, structured reporting, and communication and clinical integration of findings. Technological advancements are driving faster, more accessible, and cost-effective approaches. This ESR Essentials article presents a ten-step guide for implementing a cardiovascular MR program, covering indication assessments, optimized imaging, post-processing, and detailed reporting. Future goals include streamlined protocols, improved tissue characterization, and automation for greater standardization and efficiency. The growing clinical role of cardiovascular MR in risk assessment, diagnosis, and treatment planning highlights the necessity for radiologists to achieve expertise in this modality, advancing precision medicine and healthcare efficiency. • Cardiovascular MR is essential in diagnosing and monitoring many acute and chronic cardiovascular pathologies. • Features such as technical expertise, quality assurance, patient safety, and optimized tailored imaging protocols, among others, are essential for a successful cardiovascular MR program. • Ongoing technological advances will push rapid multi-parametric cardiovascular MR, thus improving accessibility, patient comfort, and cost-effectiveness. • Cardiovascular MR is essential in diagnosing and monitoring a wide array of cardiovascular pathologies (Level of Evidence: High). • A successful cardiovascular MR program depends on standardization (Level of Evidence: Low). • Future developments will increase the efficiency and accessibility of cardiovascular MR (Level of Evidence: Low).",Emrich Tilman; Wintersperger Bernd J; Greco Fabio Domenico; Suchá Dominika; Natale Luigi; Paar Maja Hrabak; Francone Marco,2024,European radiology,Financing / reimbursement — supplementary,pending
38378802,Construction and optimization of multi-platform precision pathways for precision medicine.,"In the enduring challenge against disease, advancements in medical technology have empowered clinicians with novel diagnostic platforms. Whilst in some cases, a single test may provide a confident diagnosis, often additional tests are required. However, to strike a balance between diagnostic accuracy and cost-effectiveness, one must rigorously construct the clinical pathways. Here, we developed a framework to build multi-platform precision pathways in an automated, unbiased way, recommending the key steps a clinician would take to reach a diagnosis. We achieve this by developing a confidence score, used to simulate a clinical scenario, where at each stage, either a confident diagnosis is made, or another test is performed. Our framework provides a range of tools to interpret, visualize and compare the pathways, improving communication and enabling their evaluation on accuracy and cost, specific to different contexts. This framework will guide the development of novel diagnostic pathways for different diseases, accelerating the implementation of precision medicine into clinical practice.",Tran Andy; Wang Andy; Mickaill Jamie; Strbenac Dario; Larance Mark; Vernon Stephen T; Grieve Stuart M; Figtree Gemma A; Patrick Ellis; Yang Jean Yee Hwa,2024,Scientific reports,Financing / reimbursement — supplementary,pending
38375208,Pharmacogenomics and non-genetic factors affecting drug response in autism spectrum disorder in Thai and other populations: current evidence and future implications.,"Autism spectrum disorder (ASD) may affect family and social life profoundly. Although there is no selective pharmacotherapy for ASD, the Food and Drug Administration (FDA) has recommended risperidone/aripiprazole to treat the associated symptoms of ASD, such as agitation/irritability. Strong associations of some pharmacokinetic/pharmacodynamic gene variants, e.g.,",Biswas Mohitosh; Vanwong Natchaya; Sukasem Chonlaphat,2024,Frontiers in pharmacology,Financing / reimbursement — supplementary,pending
38364700,Clinical implementation of preemptive pharmacogenomics in psychiatry.,"Pharmacogenomics (PGx) holds promise to revolutionize modern healthcare. Although there are several prospective clinical studies in oncology and cardiology, demonstrating a beneficial effect of PGx-guided treatment in reducing adverse drug reactions, there are very few such studies in psychiatry, none of which spans across all main psychiatric indications, namely schizophrenia, major depressive disorder and bipolar disorder. In this study we aim to investigate the clinical effectiveness of PGx-guided treatment (occurrence of adverse drug reactions, hospitalisations and re-admissions, polypharmacy) and perform a cost analysis of the intervention. We report our findings from a multicenter, large-scale, prospective study of pre-emptive genome-guided treatment named as PREemptive Pharmacogenomic testing for preventing Adverse drug REactions (PREPARE) in a large cohort of psychiatric patients (n = 1076) suffering from schizophrenia, major depressive disorder and bipolar disorder. We show that patients with an actionable phenotype belonging to the PGx-guided arm (n = 25) present with 34.1% less adverse drug reactions compared to patients belonging to the control arm (n = 36), 41.2% less hospitalisations (n = 110 in the PGx-guided arm versus n = 187 in the control arm) and 40.5% less re-admissions (n = 19 in the PGx-guided arm versus n = 32 in the control arm), less duration of initial hospitalisations (n = 3305 total days of hospitalisation in the PGx-guided arm from 110 patients, versus n = 6517 in the control arm from 187 patients) and duration of hospitalisation upon readmission (n = 579 total days of hospitalisation upon readmission in the PGx-guided arm, derived from 19 patients, versus n = 928 in the control arm, from 32 patients respectively). It was also shown that in the vast majority of the cases, there was less drug dose administrated per drug in the PGx-guided arm compared to the control arm and less polypharmacy (n = 124 patients prescribed with at least 4 psychiatric drugs in the PGx-guided arm versus n = 143 in the control arm) and smaller average number of co-administered psychiatric drugs (2.19 in the PGx-guided arm versus 2.48 in the control arm. Furthermore, less deaths were reported in the PGx-guided arm (n = 1) compared with the control arm (n = 9). Most importantly, we observed a 48.5% reduction of treatment costs in the PGx-guided arm with a reciprocal slight increase of the quality of life of patients suffering from major depressive disorder (0.935 versus 0.925 QALYs in the PGx-guided and control arm, respectively). While only a small proportion (∼25%) of the entire study sample had an actionable genotype, PGx-guided treatment can have a beneficial effect in psychiatric patients with a reciprocal reduction of treatment costs. Although some of these findings did not remain significant when all patients were considered, our data indicate that genome-guided psychiatric treatment may be successfully integrated in mainstream healthcare. European Union Horizon 2020.",Skokou Maria; Karamperis Kariofyllis; Koufaki Margarita-Ioanna; Tsermpini Evangelia-Eirini; Pandi Maria-Theodora; Siamoglou Stavroula; Ferentinos Panagiotis; Bartsakoulia Marina; Katsila Theodora; Mitropoulou Christina; Patrinos George P,2024,EBioMedicine,Financing / reimbursement — supplementary,pending
38355452,Integrating China in the International Consortium for Personalised Medicine: a position paper on innovation and digitalization in Personalized Medicine.,"The advent of Personalized Medicine (PM) holds significant promise in revolutionizing healthcare by tailoring treatments to individual patients based on their data. However, its successful implementation requires the seamless integration of innovative technologies and presents formidable challenges in terms of sustainability. To tackle these challenges head-on, the International Consortium for Personalized Medicine (ICPerMed) was established, and the IC2PerMed project, as part of this consortium, seeks to foster collaboration between the European Union (EU) and China in the field of Personalized Medicine. Based on the results collected by the project, the objective of this study is to discern the key priorities for the implementation of Personalised Medicine concerning Information and Communication Technologies (ICT) and Big Data and digital solutions, with a particular emphasis on data management and protection. A Delphi survey was conducted to gather expert's consensus on the main priorities for actions on Information and Communication Technologies (ICT) and Big Data and digital solutions in the field of Personalized Medicine. The survey identified seven priorities in the area of Big Data and digital solutions, including data interoperability, standards, security measures, and international partnerships. Additionally, twelve priorities were identified for the innovation-to-market process, emphasizing cost-effectiveness, need assessment, and value definition in resource allocation. The effective implementation of new technologies in Personalized Medicine research and practice is essential for the advancement of healthcare systems in both the European and Chinese contexts. The identified priorities play a pivotal role in promoting the sustainability of health systems and driving innovation in the implementation of Personalized Medicine. Addressing challenges related to data interoperability, standards, security, international collaboration, cost-effectiveness, and value assessment is of utmost importance in order to propel the progress of Personalized Medicine in healthcare systems.",Beccia Flavia; Di Marcantonio Marzia; Causio Francesco Andrea; Schleicher Lena; Wang Lili; Cadeddu Chiara; Ricciardi Walter; Boccia Stefania,2024,BMC public health,Financing / reimbursement — supplementary,pending
38353727,Assisting the implementation of screening for type 1 diabetes by using artificial intelligence on publicly available data.,"The type 1 diabetes community is coalescing around the benefits and advantages of early screening for disease risk. To be accepted by healthcare providers, regulatory authorities and payers, screening programmes need to show that the testing variables allow accurate risk prediction and that individualised risk-informed monitoring plans are established, as well as operational feasibility, cost-effectiveness and acceptance at population level. Artificial intelligence (AI) has the potential to contribute to solving these issues, starting with the identification and stratification of at-risk individuals. ASSET (AI for Sustainable Prevention of Autoimmunity in the Society; www.asset.healthcare ) is a public/private consortium that was established to contribute to research around screening for type 1 diabetes and particularly to how AI can drive the implementation of a precision medicine approach to disease prevention. ASSET will additionally focus on issues pertaining to operational implementation of screening. The authors of this article, researchers and clinicians active in the field of type 1 diabetes, met in an open forum to independently debate key issues around screening for type 1 diabetes and to advise ASSET. The potential use of AI in the analysis of longitudinal data from observational cohort studies to inform the design of improved, more individualised screening programmes was also discussed. A key issue was whether AI would allow the research community and industry to capitalise on large publicly available data repositories to design screening programmes that allow the early detection of individuals at high risk and enable clinical evaluation of preventive therapies. Overall, AI has the potential to revolutionise type 1 diabetes screening, in particular to help identify individuals who are at increased risk of disease and aid in the design of appropriate follow-up plans. We hope that this initiative will stimulate further research on this very timely topic.",Teixeira Pedro F; Battelino Tadej; Carlsson Anneli; Gudbjörnsdottir Soffia; Hannelius Ulf; von Herrath Matthias; Knip Mikael; Korsgren Olle; Elding Larsson Helena; Lindqvist Anton; Ludvigsson Johnny; Lundgren Markus; Nowak Christoph; Pettersson Paul; Pociot Flemming; Sundberg Frida; Åkesson Karin; Lernmark Åke; Forsander Gun,2024,Diabetologia,Financing / reimbursement — supplementary,pending
38247431,Next-generation sequencing in pharmacogenomics - fit for clinical decision support?,"The technological advances of sequencing methods during the past 20 years have fuelled the generation of large amounts of sequencing data that comprise common variations, as well as millions of rare and personal variants that would not be identified by conventional genotyping. While comprehensive sequencing is technically feasible, its clinical utility for guiding personalized treatment decisions remains controversial. We discuss the opportunities and challenges of comprehensive sequencing compared to targeted genotyping for pharmacogenomic applications. Current pharmacogenomic sequencing panels are heterogeneous and clinical actionability of the included genes is not a major focus. We provide a current overview and critical discussion of how current studies utilize sequencing data either retrospectively from biobanks, databases or repurposed diagnostic sequencing, or prospectively using pharmacogenomic sequencing. While sequencing-based pharmacogenomics has provided important insights into genetic variations underlying the safety and efficacy of a multitude pharmacological treatments, important hurdles for the clinical implementation of pharmacogenomic sequencing remain. We identify gaps in the interpretation of pharmacogenetic variants, technical challenges pertaining to complex loci and variant phasing, as well as unclear cost-effectiveness and incomplete reimbursement. It is critical to address these challenges in order to realize the promising prospects of pharmacogenomic sequencing.",Zhou Yitian; Lauschke Volker M,2024,Expert review of clinical pharmacology,Financing / reimbursement — supplementary,pending
38227789,Exploring Genetic Testing for Rare Disorders of Obesity: Experience and Perspectives of Pediatric Weight Management Providers.,,Roberts Karyn J; Chaves Eileen; Ariza Adolfo J; Thaker Vidhu V; Cho Chi C; Binns Helen J,2024,Childhood obesity (Print),Financing / reimbursement — supplementary,pending
38175490,Telehealth and Virtual Reality Technologies in Chronic Pain Management: A Narrative Review.,"This review provides medical practitioners with an overview of the present and emergent roles of telehealth and associated virtual reality (VR) applications in chronic pain (CP) management, particularly in the post-COVID-19 healthcare landscape. Accumulated evidence points to the efficacy of now well-established telehealth modalities, such as videoconferencing, short messaging service (SMS), and mobile health (mHealth) applications in complementing remote CP care. More recently, and although still in early phases of clinical implementation, a wide range of VR-based interventions have demonstrated potential for improving the asynchronous remote management of CP. Additionally, VR-associated technologies at the leading edge of science and engineering, such as VR-assisted biofeedback, haptic technology, high-definition three-dimensional (HD3D) conferencing, VR-enabled interactions in a Metaverse, and the use of wearable monitoring devices, herald a new era for remote, synchronous patient-physician interactions. These advancements hold the potential to facilitate remote physical examinations, personalized remote care, and innovative interventions such as ultra-realistic biofeedback. Despite the promise of VR-associated technologies, several limitations remain, including the paucity of robust long-term effectiveness data, heterogeneity of reported pain-related outcomes, challenges with scalability and insurance coverage, and demographic-specific barriers to patient acceptability. Future research efforts should be directed toward mitigating these limitations to facilitate the integration of telehealth-associated VR into the conventional management of CP. Despite ongoing barriers to widespread adoption, recent evidence suggests that VR-based interventions hold an increasing potential to complement and enhance the remote delivery of CP care.",Cerda Ivo H; Therond Alexandra; Moreau Sacha; Studer Kachina; Donjow Aleksy R; Crowther Jason E; Mazzolenis Maria Emilia; Lang Min; Tolba Reda; Gilligan Christopher; Ashina Sait; Kaye Alan D; Yong R Jason; Schatman Michael E; Robinson Christopher L,2024,Current pain and headache reports,Financing / reimbursement — supplementary,pending
38167763,Clinical Utility and Benefits of Comprehensive Genomic Profiling in Cancer.,"Comprehensive genomic profiling (CGP) with next-generation sequencing detects genetic alterations of hundreds of genes simultaneously and multiple molecular biomarkers with one test. In the personalized medicine era, CGP is increasingly used for cancer diagnosis, treatment selection, and prognosis prediction. In this review, we summarize the benefits of CGP, clinical utility of CGP, and challenges of setting up CGP in the clinical laboratories. Besides the genetic alterations identified in the cancer-related genes, other biomarkers such as tumor mutational burden, microsatellite instability, and homologous recombination deficiency are critical for initiating targeted therapy. Compared with conventional tests, CGP uses less specimen and shortens the turnaround time if multiple biomarkers need to be tested. RNA fusion assay and liquid biopsy are helpful additions to DNA-based CGP by detecting fusions/splicing variants and complementing tissue-based CGP findings, respectively. Many previous hurdles for implementing CGP in the clinical laboratories have been gradually alleviated such as the decrease in sequencing cost, availability of both open-source and commercial bioinformatics tools, and improved reimbursement. These changes have helped to make CGP available to a greater population of cancer patients for improving characterization of their tumors and expanding their eligibility for clinical trials. Additionally, sequencing results of the hundreds of genes on CGP panels could be further analyzed to better understand the biology of various cancers and identify new biomarkers.",Tjota Melissa Yuwono; Segal Jeremy P; Wang Peng,2024,The journal of applied laboratory medicine,Financing / reimbursement — supplementary,pending
38138934,An Assessment of the Knowledge and Perceptions of Precision Medicine (PM) in the Rwandan Healthcare Setting.,"Precision medicine (PM) or personalized medicine is an innovative approach that aims to tailor disease prevention and treatment to consider the differences in people's genes, environments, and lifestyles. Although many efforts have been made to accelerate the universal adoption of PM, several challenges need to be addressed in order to advance PM in Africa. Therefore, our study aimed to establish baseline data on the knowledge and perceptions of the implementation of PM in the Rwandan healthcare setting. A descriptive qualitative study was conducted in five hospitals offering diagnostics and oncology services to cancer patients in Rwanda. To understand the existing policies regarding PM implementation in the country, two additional institutions were surveyed: the Ministry of Health (MOH), which creates and sets policies for the overall vision of the health sector, and the Rwanda Biomedical Center (RBC), which coordinates the implementation of health sector policies in the country. The researchers conducted 32 key informant interviews and assessed the functionality of available PM equipment in the 5 selected health facilities. The data were thematically categorized and analyzed. The study revealed that PM is perceived as a complex and expensive program by most health managers and health providers. The most cited challenges to implementing PM included the following: the lack of policies and guidelines; the lack of supportive infrastructures and limited suppliers of required equipment and laboratory consumables; financial constraints; cultural, behavioral, and religious beliefs; and limited trained, motivated, and specialized healthcare providers. Regarding access to health services for cancer treatment, patients with health insurance pay 10% of their medical costs, which is still too expensive for Rwandans. The study participants highlighted the importance of PM to enhance healthcare delivery if the identified barriers are addressed. For instance, Rwandan health sector leadership might consider the creation of specialized oncology centers in all or some referral hospitals with all the necessary genomic equipment and trained staff to serve the needs of the country and implement a PM program.",Musanabaganwa Clarisse; Ruton Hinda; Ruhangaza Deogratias; Nsabimana Nicaise; Kayitare Emmanuel; Muvunyi Thierry Zawadi; Semakula Muhammed; Ntirenganya Faustin; Musoni Emile; Ndoli Jules; Hategekimana Elisee; Nassir Angus; Makokha Francis; Uwimana Aline; Gasana Joel; Munezero Pierre Celestin; Uwinkindi Francois; Muvunyi Claude Mambo; Nyirazinyoye Laetitia; Mazarati Jean Baptiste; Mutesa Leon,2023,Journal of personalized medicine,Financing / reimbursement — supplementary,pending
38039826,From diagnosis to treatment in genetic epilepsies: Implementation of precision medicine in real-world clinical practice.,"The implementation of whole exome sequencing (WES) has had a major impact on the diagnostic yield of genetic testing in individuals with epilepsy. The identification of a genetic etiology paves the way to precision medicine: an individualized treatment approach, based on the disease pathophysiology. The aim of this retrospective cohort study was to: (1) determine the diagnostic yield of WES in a heterogeneous cohort of individuals with epilepsy referred for genetic testing in a real-world clinical setting, (2) investigate the influence of epilepsy characteristics on the diagnostic yield, (3) determine the theoretical yield of treatment changes based on genetic diagnosis and (4) explore the barriers to implementation of precision medicine. WES was performed in 247 individuals with epilepsy, aged between 7 months and 68 years. In 34/247 (14 %) a (likely) pathogenic variant was identified. In 7/34 (21 %) of these individuals the variant was found using a HPO-based filtering. Diagnostic yield was highest for individuals with an early onset of epilepsy (39 %) or in those with a developmental and epileptic encephalopathy (34 %). Precision medicine was a theoretical possibility in 20/34 (59 %) of the individuals with a (likely) pathogenic variant but implemented in only 11/34 (32 %). The major barrier to implementation of precision treatment was the limited availability or reimbursement of a given drug. These results confirm the potential impact of genetic analysis on treatment choices, but also highlight the hurdles to the implementation of precision medicine. To optimize precision medicine in real-world practice, additional endeavors are needed: unifying definitions of precision medicine, establishment of publicly accessible databases that include data on the functional effect of gene variants, increasing availability and reimbursement of precision therapeutics, and broadening access to innovative clinical trials.",De Wachter Matthias; Schoonjans An-Sofie; Weckhuysen Sarah; Van Schil Kristof; Löfgren Ann; Meuwissen Marije; Jansen Anna; Ceulemans Berten,2024,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,Financing / reimbursement — supplementary,pending
38028431,"Precision, integrative medicine for pain management in sickle cell disease.","Sickle cell disease (SCD) is a prevalent and complex inherited pain disorder that can manifest as acute vaso-occlusive crises (VOC) and/or chronic pain. Despite their known risks, opioids are often prescribed routinely and indiscriminately in managing SCD pain, because it is so often severe and debilitating. Integrative medicine strategies, particularly non-opioid therapies, hold promise in safe and effective management of SCD pain. However, the lack of evidence-based methods for managing SCD pain hinders the widespread implementation of non-opioid therapies. In this review, we acknowledge that implementing personalized pain treatment strategies in SCD, which is a guideline-recommended strategy, is currently fraught with limitations. The full implementation of pharmacological and biobehavioral pain approaches targeting mechanistic pain pathways faces challenges due to limited knowledge and limited financial and personnel support. We recommend personalized medicine, pharmacogenomics, and integrative medicine as aspirational strategies for improving pain care in SCD. As an organizing model that is a comprehensive framework for classifying pain subphenotypes and mechanisms in SCD, and for guiding selection of specific strategies, we present evidence updating pain research pioneer Richard Melzack's neuromatrix theory of pain. We advocate for using the updated neuromatrix model to subphenotype individuals with SCD, to better select personalized multimodal treatment strategies, and to identify research gaps fruitful for exploration. We present a fairly complete list of currently used pharmacologic and non-pharmacologic SCD pain therapies, classified by their mechanism of action and by their hypothesized targets in the updated neuromatrix model.",Smith Wally R; Valrie Cecelia R; Jaja Cheedy; Kenney Martha O,2024,"Frontiers in pain research (Lausanne, Switzerland)",Financing / reimbursement — supplementary,pending
37978542,Advancing personalized medicine in brain cancer: exploring the role of mRNA vaccines.,"Advancing personalized medicine in brain cancer relies on innovative strategies, with mRNA vaccines emerging as a promising avenue. While the initial use of mRNA vaccines was in oncology, their stunning success in COVID-19 resulted in widespread attention, both positive and negative. Regardless of politically biased opinions, which relate more to the antigenic source than form of delivery, we feel it is important to objectively review this modality as relates to brain cancer. This class of vaccines trigger robust immune responses through MHC-I and MHC-II pathways, in both prophylactic and therapeutic settings. The mRNA platform offers advantages of rapid development, high potency, cost-effectiveness, and safety. This review provides an overview of mRNA vaccine delivery technologies, tumor antigen identification, combination therapies, and recent therapeutic outcomes, with a particular focus on brain cancer. Combinatorial approaches are vital to maximizing mRNA cancer vaccine efficacy, with ongoing clinical trials exploring combinations with adjuvants and checkpoint inhibitors and even adoptive cell therapy. Efficient delivery, neoantigen identification, preclinical studies, and clinical trial results are highlighted, underscoring mRNA vaccines' potential in advancing personalized medicine for brain cancer. Synergistic combinatorial therapies play a crucial role, emphasizing the need for continued research and collaboration in this area.",Lin Feng; Lin Emma Z; Anekoji Misa; Ichim Thomas E; Hu Joyce; Marincola Francesco M; Jones Lawrence D; Kesari Santosh; Ashili Shashaanka,2023,Journal of translational medicine,Financing / reimbursement — supplementary,pending
37964180,Empowering Precision Medicine: The Impact of 3D Printing on Personalized Therapeutic.,"This review explores recent advancements and applications of 3D printing in healthcare, with a focus on personalized medicine, tissue engineering, and medical device production. It also assesses economic, environmental, and ethical considerations. In our review of the literature, we employed a comprehensive search strategy, utilizing well-known databases like PubMed and Google Scholar. Our chosen keywords encompassed essential topics, including 3D printing, personalized medicine, nanotechnology, and related areas. We first screened article titles and abstracts and then conducted a detailed examination of selected articles without imposing any date limitations. The articles selected for inclusion, comprising research studies, clinical investigations, and expert opinions, underwent a meticulous quality assessment. This methodology ensured the incorporation of high-quality sources, contributing to a robust exploration of the role of 3D printing in the realm of healthcare. The review highlights 3D printing's potential in healthcare, including customized drug delivery systems, patient-specific implants, prosthetics, and biofabrication of organs. These innovations have significantly improved patient outcomes. Integration of nanotechnology has enhanced drug delivery precision and biocompatibility. 3D printing also demonstrates cost-effectiveness and sustainability through optimized material usage and recycling. The healthcare sector has witnessed remarkable progress through 3D printing, promoting a patient-centric approach. From personalized implants to radiation shielding and drug delivery systems, 3D printing offers tailored solutions. Its transformative applications, coupled with economic viability and sustainability, have the potential to revolutionize healthcare. Addressing material biocompatibility, standardization, and ethical concerns is essential for responsible adoption.",Alzoubi Lorca; Aljabali Alaa A A; Tambuwala Murtaza M,2024,AAPS PharmSciTech,Financing / reimbursement — supplementary,pending
37963621,Cost-effectiveness of pharmacogenomic-guided treatment for major depression.,"Pharmacogenomic testing to identify variations in genes that influence metabolism of antidepressant medications can enhance efficacy and reduce adverse effects of pharmacotherapy for major depressive disorder. We sought to establish the cost-effectiveness of implementing pharmacogenomic testing to guide prescription of antidepressants. We developed a discrete-time microsimulation model of care pathways for major depressive disorder in British Columbia, Canada, to evaluate the effectiveness and cost-effectiveness of pharmacogenomic testing from the public payer's perspective over 20 years. The model included unique patient characteristics (e.g., metabolizer phenotypes) and used estimates derived from systematic reviews, analyses of administrative data (2015-2020) and expert judgment. We estimated incremental costs, life-years and quality-adjusted life-years (QALYs) for a representative cohort of patients with major depressive disorder in BC. Pharmacogenomic testing, if implemented in BC for adult patients with moderate-severe major depressive disorder, was predicted to save the health system $956 million ($4926 per patient) and bring health gains of 0.064 life-years and 0.381 QALYs per patient (12 436 life-years and 74 023 QALYs overall over 20 yr). These savings were mainly driven by slowing or avoiding the transition to refractory (treatment-resistant) depression. Pharmacogenomic-guided care was associated with 37% fewer patients with refractory depression over 20 years. Sensitivity analyses estimated that costs of pharmacogenomic testing would be offset within about 2 years of implementation. Pharmacogenomic testing to guide antidepressant use was estimated to yield population health gains while substantially reducing health system costs. These findings suggest that pharmacogenomic testing offers health systems an opportunity for a major value-promoting investment.",Ghanbarian Shahzad; Wong Gavin W K; Bunka Mary; Edwards Louisa; Cressman Sonya; Conte Tania; Price Morgan; Schuetz Christian; Riches Linda; Landry Ginny; Erickson David; McGrail Kim; Peterson Sandra; Vijh Rohit; Hoens Alison M; Austin Jehannine; Bryan Stirling,2023,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,Financing / reimbursement — supplementary,pending
37948030,Decision Impact Analysis to Measure the Influence of Molecular Signature Response Classifier Testing on Treatment Selection in Rheumatoid Arthritis.,"Clinical guidelines offer little guidance for treatment selection following inadequate response to conventional synthetic disease-modifying antirheumatic drug (csDMARD) in rheumatoid arthritis (RA). A molecular signature response classifier (MSRC) was validated to predict tumor necrosis factor inhibitor (TNFi) inadequate response. The decision impact of MSRC results on biologic and targeted synthetic disease-modifying antirheumatic drug (b/tsDMARD) selection was evaluated. This is an analysis of AIMS, a longitudinal, prospective database of patients with RA tested using the MSRC. This study assessed selection of b/tsDMARDs class after MSRC testing by surveying physicians, the rate of b/tsDMARD prescriptions aligning with MSRC results, and the percentage of physicians utilizing MSRC results for decision-making. Of 1018 participants, 70.7% (720/1018) had treatment selected after receiving MSRC results. In this MSRC-informed cohort, 75.6% (544/720) of patients received a b/tsDMARD aligned with MSRC results, and 84.6% (609/720) of providers reported using MSRC results to guide treatment selection. The most prevalent reason reported (8.2%, 59/720) for not aligning treatment selection with MSRC results from the total cohort was health insurance coverage issues. This study showed that rheumatologists reported using the MSRC test to guide b/tsDMARD selection for patients with RA. In most cases, MSRC test results appeared to influence clinical decision-making according to physician self-report. Wider adoption of precision medicine tools like the MSRC could support rheumatologists and patients in working together to achieve optimal outcomes for RA.",Curtis Jeffrey R; Strand Vibeke; Golombek Steven J; Karpouzas George A; Zhang Lixia; Wong Angus; Patel Krishna; Dines Jennifer; Akmaev Viatcheslav R,2024,Rheumatology and therapy,Financing / reimbursement — supplementary,pending
